[Experiment];;;
[Routine:BSC][Condition:SYNCH_1PP-THREAT][Time(ms):756227.6433]);;;
VALUE;0.004;Time;7.530525
[Routine:BSC][Condition:SYNCH_1PP-OWNERSHIP][Time(ms):763760.1472]);;;
VALUE;0.486;Time;17.73831
[Routine:BSC][Condition:SYNCH_1PP-CONTROL2][Time(ms):781509.4213]);;;
VALUE;0.008;Time;7.023945
[Routine:BSC][Condition:SYNCH_1PP-AGENCY][Time(ms):788546.3173]);;;
VALUE;0.784;Time;8.449343
[Routine:BSC][Condition:SYNCH_1PP-CONTROL][Time(ms):797008.3133]);;;
VALUE;0.004;Time;7.062528
[Routine:BSC][Condition:ASYNCH_1PP-CONTROL][Time(ms):842648.5024]);;;
VALUE;0;Time;6.881109
[Routine:BSC][Condition:ASYNCH_1PP-THREAT][Time(ms):849531.7175]);;;
VALUE;0.015;Time;5.637163
[Routine:BSC][Condition:ASYNCH_1PP-CONTROL2][Time(ms):855181.2369]);;;
VALUE;0;Time;6.925366
[Routine:BSC][Condition:ASYNCH_1PP-OWNERSHIP][Time(ms):862119.3035]);;;
VALUE;0.689;Time;11.187
[Routine:BSC][Condition:ASYNCH_1PP-AGENCY][Time(ms):873317.8499]);;;
VALUE;0.784;Time;7.99805
[Routine:BSC][Condition:ASYNCH_3PP-AGENCY][Time(ms):919861.014]);;;
VALUE;0.719;Time;8.367674
[Routine:BSC][Condition:ASYNCH_3PP-THREAT][Time(ms):928229.728]);;;
VALUE;0.001;Time;7.661391
[Routine:BSC][Condition:ASYNCH_3PP-CONTROL2][Time(ms):935903.9197]);;;
VALUE;0.001;Time;7.411301
[Routine:BSC][Condition:ASYNCH_3PP-CONTROL][Time(ms):943328.0875]);;;
VALUE;0.001;Time;7.025669
[Routine:BSC][Condition:ASYNCH_3PP-OWNERSHIP][Time(ms):950365.6294]);;;
VALUE;0.519;Time;6.862444
[Routine:BSC][Condition:SYNCH_1PP-THREAT][Time(ms):995806.232]);;;
VALUE;0.001;Time;8.731586
[Routine:BSC][Condition:SYNCH_1PP-OWNERSHIP][Time(ms):1004538.3443]);;;
VALUE;0.502;Time;6.650197
[Routine:BSC][Condition:SYNCH_1PP-CONTROL][Time(ms):1011202.7898]);;;
VALUE;0.001;Time;6.773918
[Routine:BSC][Condition:SYNCH_1PP-AGENCY][Time(ms):1017988.798]);;;
VALUE;0.756;Time;5.162249
[Routine:BSC][Condition:SYNCH_1PP-CONTROL2][Time(ms):1023164.1438]);;;
VALUE;0.004;Time;6.874161
[Routine:BSC][Condition:ASYNCH_1PP-CONTROL2][Time(ms):1068592.2275]);;;
VALUE;0.001;Time;7.14376
[Routine:BSC][Condition:ASYNCH_1PP-AGENCY][Time(ms):1075736.4134]);;;
VALUE;0.642;Time;5.937681
[Routine:BSC][Condition:ASYNCH_1PP-CONTROL][Time(ms):1081687.1603]);;;
VALUE;0;Time;7.074281
[Routine:BSC][Condition:ASYNCH_1PP-THREAT][Time(ms):1088774.1297]);;;
VALUE;0;Time;3.435655
[Routine:BSC][Condition:ASYNCH_1PP-OWNERSHIP][Time(ms):1092222.8967]);;;
VALUE;0.527;Time;12.43887
[Routine:BSC][Condition:ASYNCH_3PP-AGENCY][Time(ms):1143215.6177]);;;
VALUE;0.719;Time;7.343629
[Routine:BSC][Condition:ASYNCH_3PP-OWNERSHIP][Time(ms):1150559.729]);;;
VALUE;0.502;Time;6.412075
[Routine:BSC][Condition:ASYNCH_3PP-THREAT][Time(ms):1156984.8267]);;;
VALUE;0.001;Time;9.649759
[Routine:BSC][Condition:ASYNCH_3PP-CONTROL][Time(ms):1166647.0067]);;;
VALUE;0.008;Time;7.486036
[Routine:BSC][Condition:ASYNCH_3PP-CONTROL2][Time(ms):1174146.0732]);;;
VALUE;0.003;Time;13.09994
