[Experiment]
[Routine:Q1][Condition:default-F4_Env1][Time(ms):15292.0637])
1
[Routine:Q2][Condition:default-F4_Env1][Time(ms):20931.3561])
0.9346988
[Routine:Q1][Condition:default-F3_Env2][Time(ms):41404.1289])
1
[Routine:Q2][Condition:default-F3_Env2][Time(ms):44554.9843])
0.7267981
[Routine:Q1][Condition:default-T1_Env4][Time(ms):63440.7355])
0
[Routine:Q2][Condition:default-T1_Env4][Time(ms):66166.78])
0.665617
[Routine:Q1][Condition:default-T1_Env1][Time(ms):85465.8507])
0
[Routine:Q2][Condition:default-T1_Env1][Time(ms):90878.9571])
0.4938057
[Routine:Q1][Condition:default-F8_Env2][Time(ms):109965.1488])
1
[Routine:Q2][Condition:default-F8_Env2][Time(ms):115827.734])
0.1313031
[Routine:Q1][Condition:default-F8_Env4][Time(ms):133362.5119])
0
[Routine:Q2][Condition:default-F8_Env4][Time(ms):139114.6186])
0.7560427
[Routine:Q1][Condition:default-T1_Env1][Time(ms):158375.2341])
1
[Routine:Q2][Condition:default-T1_Env1][Time(ms):160276.4507])
0.9030734
[Routine:Q1][Condition:default-F3_Env2][Time(ms):181012.3852])
0
[Routine:Q2][Condition:default-F3_Env2][Time(ms):181801.5251])
0.6965413
[Routine:Q1][Condition:default-F3_Env4][Time(ms):203748.1703])
0
[Routine:Q2][Condition:default-F3_Env4][Time(ms):207350.4676])
0.7908415
[Routine:Env1][Condition:default-F6_Env1][Time(ms):209010.7513])
[Routine:Q1][Condition:default-F6_Env1][Time(ms):224285.143])
1
[Routine:Q2][Condition:default-F6_Env1][Time(ms):231174.2002])
0.7701511
[Routine:Q1][Condition:default-T1_Env2][Time(ms):247760.9451])
1
[Routine:Q2][Condition:default-T1_Env2][Time(ms):252821.344])
0.6337494
[Routine:Q1][Condition:default-F4_Env4][Time(ms):270634.3376])
0
[Routine:Q2][Condition:default-F4_Env4][Time(ms):271247.3073])
0.9725027
[Routine:Q1][Condition:default-F1_Env1][Time(ms):298609.0616])
1
[Routine:Q2][Condition:default-F1_Env1][Time(ms):299821.6558])
0.7118884
[Routine:Q1][Condition:default-T1_Env2][Time(ms):321333.9245])
1
[Routine:Q2][Condition:default-T1_Env2][Time(ms):324672.2248])
0.5353686
[Routine:Q1][Condition:default-T1_Env4][Time(ms):342282.0176])
0
[Routine:Q2][Condition:default-T1_Env4][Time(ms):343506.1106])
0.8173465
[Routine:Q1][Condition:default-F4_Env1][Time(ms):364306.636])
1
[Routine:Q2][Condition:default-F4_Env1][Time(ms):365732.4321])
0.5602514
[Routine:Q1][Condition:default-Catch2_Env2][Time(ms):383931.858])
1
[Routine:Q2][Condition:default-Catch2_Env2][Time(ms):384545.4771])
0.7839621
[Routine:Q1][Condition:default-F2_Env4][Time(ms):407580.1952])
0
[Routine:Q2][Condition:default-F2_Env4][Time(ms):408643.1946])
0.9844562
[Routine:Q1][Condition:default-F3_Env1][Time(ms):426504.3065])
1
[Routine:Q2][Condition:default-F3_Env1][Time(ms):426979.9627])
0.7042437
[Routine:Q1][Condition:default-F8_Env2][Time(ms):443980.0677])
0
[Routine:Q2][Condition:default-F8_Env2][Time(ms):448005.3593])
0.7560427
[Routine:Q1][Condition:default-F6_Env4][Time(ms):468353.8272])
0
[Routine:Q2][Condition:default-F6_Env4][Time(ms):470866.9204])
0.9975021
[Routine:Q1][Condition:default-T1_Env1][Time(ms):487865.328])
0
[Routine:Q2][Condition:default-T1_Env1][Time(ms):488628.8609])
0.6889889
[Routine:Q1][Condition:default-F2_Env2][Time(ms):508378.0257])
1
[Routine:Q2][Condition:default-F2_Env2][Time(ms):515040.2093])
0.5269777
[Routine:Q1][Condition:default-T1_Env4][Time(ms):538300.6675])
0
[Routine:Q2][Condition:default-T1_Env4][Time(ms):540564.3646])
0.9605305
[Routine:Env1][Condition:default-F6_Env1][Time(ms):547177.2679])
[Routine:Q1][Condition:default-F6_Env1][Time(ms):562463.0953])
1
[Routine:Q2][Condition:default-F6_Env1][Time(ms):564088.1975])
0.7630388
[Routine:Q1][Condition:default-F2_Env2][Time(ms):585836.552])
1
[Routine:Q2][Condition:default-F2_Env2][Time(ms):586974.6252])
0.5353686
[Routine:Q1][Condition:default-F5_Env4][Time(ms):606223.4803])
0
[Routine:Q2][Condition:default-F5_Env4][Time(ms):608012.0149])
0.8299916
[Routine:Q1][Condition:default-T1_Env1][Time(ms):626186.3213])
1
[Routine:Q2][Condition:default-T1_Env1][Time(ms):627173.8371])
0.7487855
[Routine:Q1][Condition:default-T1_Env2][Time(ms):643798.4826])
1
[Routine:Q2][Condition:default-T1_Env2][Time(ms):644436.1457])
0.810805
[Routine:Q1][Condition:default-T1_Env4][Time(ms):661209.2305])
0
[Routine:Q2][Condition:default-T1_Env4][Time(ms):661985.1402])
0.8769511
[Routine:Env1][Condition:default-F6_Env1][Time(ms):669347.8564])
[Routine:Q1][Condition:default-F6_Env1][Time(ms):684646.6522])
0
[Routine:Q2][Condition:default-F6_Env1][Time(ms):685673.3995])
0.7487855
[Routine:Q1][Condition:default-F7_Env2][Time(ms):704771.2693])
1
[Routine:Q2][Condition:default-F7_Env2][Time(ms):706745.1963])
0.2263212
[Routine:Q1][Condition:default-Catch_Pos3_Env4][Time(ms):724295.3349])
0
[Routine:Q2][Condition:default-Catch_Pos3_Env4][Time(ms):730509.2588])
0.7908415
[Routine:Q1][Condition:default-Catch_Pos3_Env1][Time(ms):748207.5567])
1
[Routine:Q2][Condition:default-Catch_Pos3_Env1][Time(ms):749957.7988])
0.6496608
[Routine:Q1][Condition:default-T1_Env2][Time(ms):771844.0202])
1
[Routine:Q2][Condition:default-T1_Env2][Time(ms):774119.7553])
0.7976388
[Routine:Q1][Condition:default-Catch_Pos2_Env4][Time(ms):793642.4398])
0
[Routine:Q2][Condition:default-Catch_Pos2_Env4][Time(ms):795672.1413])
0.7416524
[Routine:Q1][Condition:default-T1_Env1][Time(ms):821517.3903])
0
[Routine:Q2][Condition:default-T1_Env1][Time(ms):825567.8797])
1
[Routine:Q1][Condition:default-T1_Env2][Time(ms):842416.9397])
1
[Routine:Q2][Condition:default-T1_Env2][Time(ms):845705.0352])
0.5103974
[Routine:Q1][Condition:default-F7_Env4][Time(ms):862814.8674])
0
[Routine:Q2][Condition:default-F7_Env4][Time(ms):865541.6553])
1
[Routine:Q1][Condition:default-T1_Env1][Time(ms):881515.9614])
1
[Routine:Q2][Condition:default-T1_Env1][Time(ms):883477.9466])
0.7042437
[Routine:Q1][Condition:default-F4_Env2][Time(ms):900490.1911])
0
[Routine:Q2][Condition:default-F4_Env2][Time(ms):901241.3076])
0.810805
[Routine:Q1][Condition:default-F6_Env4][Time(ms):917899.1442])
0
[Routine:Q2][Condition:default-F6_Env4][Time(ms):920664.5408])
0.810805
[Routine:Q1][Condition:default-T1_Env1][Time(ms):937625.3387])
1
[Routine:Q2][Condition:default-T1_Env1][Time(ms):940038.9499])
0.6576612
[Routine:Q1][Condition:default-T1_Env2][Time(ms):957039.083])
0
[Routine:Q2][Condition:default-T1_Env2][Time(ms):960476.2385])
0.03784881
[Routine:Q1][Condition:default-T1_Env4][Time(ms):978210.2659])
0
[Routine:Q2][Condition:default-T1_Env4][Time(ms):979586.7387])
1
[Routine:Q1][Condition:default-Catch2_Env1][Time(ms):995773.9113])
1
[Routine:Q2][Condition:default-Catch2_Env1][Time(ms):997336.9829])
0.9864677
[Routine:Q1][Condition:default-T1_Env2][Time(ms):1017936.0432])
0
[Routine:Q2][Condition:default-T1_Env2][Time(ms):1018899.1012])
0.05162079
[Routine:Q1][Condition:default-Catch_Pos1_Env4][Time(ms):1037910.8458])
0
[Routine:Q2][Condition:default-Catch_Pos1_Env4][Time(ms):1040697.0136])
0.9030734
[Routine:Q1][Condition:default-T1_Env1][Time(ms):1061296.173])
1
[Routine:Q2][Condition:default-T1_Env1][Time(ms):1061922.1981])
0.8173465
[Routine:Q1][Condition:default-T1_Env2][Time(ms):1081759.4304])
1
