[Experiment]
[Routine:Q1][Condition:default-F4_Env1][Time(ms):16912.724])
0
[Routine:Q2][Condition:default-F4_Env1][Time(ms):23313.9156])
0.2921285
[Routine:Q1][Condition:default-F3_Env2][Time(ms):56537.4502])
0
[Routine:Q2][Condition:default-F3_Env2][Time(ms):62074.7924])
0.7342584
[Routine:Q1][Condition:default-T1_Env4][Time(ms):82312.0685])
0
[Routine:Q2][Condition:default-T1_Env4][Time(ms):87649.3115])
0.5932562
[Routine:Q1][Condition:default-T1_Env1][Time(ms):108523.1841])
0
[Routine:Q2][Condition:default-T1_Env1][Time(ms):113936.6996])
0.6733177
[Routine:Q1][Condition:default-F8_Env2][Time(ms):136859.8236])
0
[Routine:Q2][Condition:default-F8_Env2][Time(ms):141960.4997])
0.6965413
[Routine:Q1][Condition:default-F7_Env4][Time(ms):165370.7984])
0
[Routine:Q2][Condition:default-F7_Env4][Time(ms):169409.7066])
0.1428672
[Routine:Q1][Condition:default-T1_Env1][Time(ms):195370.0231])
1
[Routine:Q2][Condition:default-T1_Env1][Time(ms):198483.7455])
0.6258448
[Routine:Q1][Condition:default-F4_Env2][Time(ms):223007.8666])
0
[Routine:Q2][Condition:default-F4_Env2][Time(ms):224608.56])
0.8041757
[Routine:Q1][Condition:default-F2_Env4][Time(ms):254231.7436])
0
[Routine:Q2][Condition:default-F2_Env4][Time(ms):256045.5993])
0.665617
[Routine:Env1][Condition:default-F7_Env1][Time(ms):260757.1022])
[Routine:Q1][Condition:default-F7_Env1][Time(ms):276031.1648])
1
[Routine:Q2][Condition:default-F7_Env1][Time(ms):278106.3501])
0.2620362
[Routine:Q1][Condition:default-T1_Env2][Time(ms):302555.6504])
1
[Routine:Q2][Condition:default-T1_Env2][Time(ms):310330.7865])
0.1486435
[Routine:Q1][Condition:default-F4_Env4][Time(ms):328929.2459])
0
[Routine:Q2][Condition:default-F4_Env4][Time(ms):334105.8252])
0.6965413
[Routine:Q1][Condition:default-F1_Env1][Time(ms):358578.2799])
1
[Routine:Q2][Condition:default-F1_Env1][Time(ms):364316.8524])
0.2333956
[Routine:Q1][Condition:default-T1_Env2][Time(ms):384453.0468])
1
