[Experiment]
[Routine:BSC][Condition:ASYNCH_1PP-THREAT][Time(ms):711857.1326])
[Routine:BSC][Condition:ASYNCH_1PP-CONTROL][Time(ms):730740.3987])
[Routine:BSC][Condition:ASYNCH_1PP-AGENCY][Time(ms):741954.7571])
[Routine:BSC][Condition:ASYNCH_1PP-CONTROL2][Time(ms):751002.8976])
[Routine:BSC][Condition:ASYNCH_1PP-OWNERSHIP][Time(ms):763652.4491])
[Routine:BSC][Condition:ASYNCH_3PP-OWNERSHIP][Time(ms):809910.5137])
[Routine:BSC][Condition:ASYNCH_3PP-CONTROL2][Time(ms):817817.4742])
[Routine:BSC][Condition:ASYNCH_3PP-CONTROL][Time(ms):826057.6036])
[Routine:BSC][Condition:ASYNCH_3PP-THREAT][Time(ms):833782.67])
[Routine:BSC][Condition:ASYNCH_3PP-AGENCY][Time(ms):840618.1907])
[Routine:BSC][Condition:SYNCH_1PP-OWNERSHIP][Time(ms):889561.0414])
[Routine:BSC][Condition:SYNCH_1PP-THREAT][Time(ms):900058.5464])
[Routine:BSC][Condition:SYNCH_1PP-CONTROL2][Time(ms):906471.3053])
[Routine:BSC][Condition:SYNCH_1PP-AGENCY][Time(ms):917667.3966])
[Routine:BSC][Condition:SYNCH_1PP-CONTROL][Time(ms):925529.923])
[Routine:BSC][Condition:ASYNCH_1PP-AGENCY][Time(ms):971031.892])
[Routine:BSC][Condition:ASYNCH_1PP-THREAT][Time(ms):982358.4339])
[Routine:BSC][Condition:ASYNCH_1PP-CONTROL2][Time(ms):986290.0593])
[Routine:BSC][Condition:ASYNCH_1PP-CONTROL][Time(ms):993472.3731])
[Routine:BSC][Condition:ASYNCH_1PP-OWNERSHIP][Time(ms):1022535.9515])
[Routine:BSC][Condition:ASYNCH_3PP-THREAT][Time(ms):1067973.3551])
[Routine:BSC][Condition:ASYNCH_3PP-CONTROL][Time(ms):1075637.9462])
[Routine:BSC][Condition:ASYNCH_3PP-OWNERSHIP][Time(ms):1082412.2881])
[Routine:BSC][Condition:ASYNCH_3PP-AGENCY][Time(ms):1089253.4461])
[Routine:BSC][Condition:ASYNCH_3PP-CONTROL2][Time(ms):1098027.2341])
[Routine:BSC][Condition:SYNCH_1PP-CONTROL][Time(ms):1143492.1063])
[Routine:BSC][Condition:SYNCH_1PP-THREAT][Time(ms):1150593.4086])
[Routine:BSC][Condition:SYNCH_1PP-CONTROL2][Time(ms):1157768.739])
[Routine:BSC][Condition:SYNCH_1PP-AGENCY][Time(ms):1164553.7824])
[Routine:BSC][Condition:SYNCH_1PP-OWNERSHIP][Time(ms):1170316.7462])
