[Experiment]
[Routine:Q1][Condition:default-F2_Env1][Time(ms):53871.7926])
0
[Routine:Q2][Condition:default-F2_Env1][Time(ms):61460.3144])
0.09445349
[Routine:Q1][Condition:default-T1_Env2][Time(ms):83446.2627])
0
[Routine:Q2][Condition:default-T1_Env2][Time(ms):86397.2716])
0.5518972
[Routine:Q1][Condition:default-T1_Env4][Time(ms):107533.4369])
1
[Routine:Q2][Condition:default-T1_Env4][Time(ms):109783.9353])
0.6418311
[Routine:Q1][Condition:default-T1_Env1][Time(ms):129595.7148])
0
[Routine:Q2][Condition:default-T1_Env1][Time(ms):131483.4084])
0.7118884
[Routine:Q1][Condition:default-Catch_Pos2_Env2][Time(ms):150919.699])
1
[Routine:Q2][Condition:default-Catch_Pos2_Env2][Time(ms):153008.2052])
0.7342584
[Routine:Q1][Condition:default-F7_Env4][Time(ms):172418.6927])
0
[Routine:Q2][Condition:default-F7_Env4][Time(ms):172983.2719])
0.4688258
[Routine:Q1][Condition:default-T1_Env1][Time(ms):192506.0731])
1
[Routine:Q2][Condition:default-T1_Env1][Time(ms):193218.6663])
0.7118884
[Routine:Q1][Condition:default-T1_Env2][Time(ms):212542.4784])
0
[Routine:Q2][Condition:default-T1_Env2][Time(ms):213555.4036])
0.8173465
[Routine:Q1][Condition:default-F3_Env4][Time(ms):233092.1264])
0
[Routine:Q2][Condition:default-F3_Env4][Time(ms):234543.109])
0.4938057
[Routine:Q1][Condition:default-T1_Env1][Time(ms):253641.3511])
1
[Routine:Q2][Condition:default-T1_Env1][Time(ms):254729.6946])
0.4938057
[Routine:Q1][Condition:default-F1_Env2][Time(ms):273816.4926])
1
[Routine:Q2][Condition:default-F1_Env2][Time(ms):274466.9769])
0.8173465
[Routine:Q1][Condition:default-F6_Env4][Time(ms):293890.4875])
0
[Routine:Q2][Condition:default-F6_Env4][Time(ms):295015.6366])
0.7560427
[Routine:Q1][Condition:default-Catch_Pos1_Env1][Time(ms):314326.5615])
1
[Routine:Q2][Condition:default-Catch_Pos1_Env1][Time(ms):314952.4546])
0.665617
[Routine:Q1][Condition:default-F2_Env2][Time(ms):334165.2669])
1
[Routine:Q2][Condition:default-F2_Env2][Time(ms):335278.7659])
0.5437495
[Routine:Q1][Condition:default-T1_Env4][Time(ms):354563.9435])
1
