[Experiment]
[Routine:Q1][Condition:default][Time(ms):16773.8598])
[Routine:Q1][Condition:default][Time(ms):35329.8512])
[Routine:Q2][Condition:default][Time(ms):38151.9896])
47123
[Routine:Q1][Condition:Env4][Time(ms):110834.6033])
[Routine:Q1][Condition:Env1][Time(ms):165052.5061])
[Routine:Q1][Condition:Env2][Time(ms):222932.486])
