[Experiment];;;
[Routine:Q1][Condition:default-F6_Env1][Time(ms):538144.9635]);;;
VALUE;0.585;Time;1.54609
[Routine:Q1][Condition:default-T1_Env1][Time(ms):2981295.2558]);;;
valueq1;0;Time;5 006.466
[Routine:Q2][Condition:default-T1_Env1][Time(ms):2981795.817]);;;
VALUE;0.634;Time;2.973648
[Routine:Q1][Condition:default-T1_Env2][Time(ms):3000070.7085]);;;
valueq1;0;Time;5 003.888
[Routine:Q2][Condition:default-T1_Env2][Time(ms):3000533.7686]);;;
VALUE;0.585;Time;1.57119
[Routine:Q1][Condition:default-T1_Env4][Time(ms):3017394.1825]);;;
valueq1;0;Time;5 001.093
[Routine:Q2][Condition:default-T1_Env4][Time(ms):3017831.7314]);;;
VALUE;0.56;Time;1.598456
[Routine:Q1][Condition:default-F6_Env1][Time(ms):3034743.2444]);;;
valueq1;0;Time;5 005.884
[Routine:Q2][Condition:default-F6_Env1][Time(ms):3035219.4281]);;;
VALUE;0.56;Time;1.597419
valueq1;0;Time;5 002.339
[Routine:Q1][Condition:default-F6_Env2][Time(ms):3052118.8192]);;;
valueq1;1;Time;386.228
[Routine:Q2][Condition:default-F6_Env2][Time(ms):3052506.7448]);;;
VALUE;0.485;Time;1.709797
[Routine:Q1][Condition:default-T1_Env4][Time(ms):3069517.3374]);;;
valueq1;0;Time;624.114
[Routine:Q2][Condition:default-T1_Env4][Time(ms):3070142.844]);;;
VALUE;0.673;Time;6.913323
[Routine:Q1][Condition:default-T1_Env1][Time(ms):3092379.8121]);;;
valueq1;1;Time;573.396
[Routine:Q2][Condition:default-T1_Env1][Time(ms):3092954.4914]);;;
VALUE;0.61;Time;1.635038
[Routine:Q1][Condition:default-F2_Env2][Time(ms):3109892.4861]);;;
valueq1;1;Time;5 002.032
[Routine:Q2][Condition:default-F2_Env2][Time(ms):3110417.691]);;;
VALUE;0.634;Time;1.546732
[Routine:Q1][Condition:default-T1_Env4][Time(ms):3127266.6599]);;;
valueq1;0;Time;423.783
[Routine:Q2][Condition:default-T1_Env4][Time(ms):3127691.7544]);;;
VALUE;0.61;Time;1.560459
[Routine:DifficultyQ][Condition:ENV2][Time(ms):3129265.277]);;;
VALUE;0.673;Time;7.576792
[Routine:DifficultyQ][Condition:ENV1][Time(ms):3136855.4466]);;;
VALUE;0.626;Time;6.323545
[Routine:DifficultyQ][Condition:ENV4][Time(ms):3143191.2237]);;;
VALUE;0.65;Time;6.800255
