[Experiment];;;
[Routine:BSC][Condition:SYNCH_1PP-THREAT][Time(ms):573088.954]);;;
VALUE;0.937;Time;5.144153
[Routine:BSC][Condition:SYNCH_1PP-OWNERSHIP][Time(ms):578445.7728]);;;
VALUE;1;Time;5.474865
[Routine:BSC][Condition:SYNCH_1PP-CONTROL2][Time(ms):583944.9458]);;;
VALUE;0.079;Time;9.149441
[Routine:BSC][Condition:SYNCH_1PP-AGENCY][Time(ms):593119.1573]);;;
VALUE;1;Time;5.525111
[Routine:BSC][Condition:SYNCH_1PP-CONTROL][Time(ms):598670.4252]);;;
VALUE;0.075;Time;11.67412
[Routine:BSC][Condition:ASYNCH_1PP-CONTROL][Time(ms):648987.4251]);;;
VALUE;0.079;Time;8.933773
[Routine:BSC][Condition:ASYNCH_1PP-THREAT][Time(ms):657918.6699]);;;
VALUE;0.414;Time;6.273885
[Routine:BSC][Condition:ASYNCH_1PP-CONTROL2][Time(ms):664216.7763]);;;
VALUE;0.061;Time;6.401038
[Routine:BSC][Condition:ASYNCH_1PP-OWNERSHIP][Time(ms):670642.5139]);;;
VALUE;0.593;Time;6.399439
[Routine:BSC][Condition:ASYNCH_1PP-AGENCY][Time(ms):677067.458]);;;
VALUE;0.637;Time;7.575051
[Routine:BSC][Condition:ASYNCH_3PP-AGENCY][Time(ms):723262.8387]);;;
VALUE;0.459;Time;6.177485
[Routine:BSC][Condition:ASYNCH_3PP-THREAT][Time(ms):729441.595]);;;
VALUE;0.025;Time;6.398901
[Routine:BSC][Condition:ASYNCH_3PP-CONTROL2][Time(ms):735865.7598]);;;
VALUE;0.215;Time;4.02368
[Routine:BSC][Condition:ASYNCH_3PP-CONTROL][Time(ms):739915.5725]);;;
VALUE;0.084;Time;6.350352
[Routine:BSC][Condition:ASYNCH_3PP-OWNERSHIP][Time(ms):746290.2571]);;;
VALUE;0.865;Time;6.075138
[Routine:BSC][Condition:SYNCH_1PP-THREAT][Time(ms):790983.3378]);;;
VALUE;0.601;Time;3.654732
[Routine:BSC][Condition:SYNCH_1PP-OWNERSHIP][Time(ms):794636.9808]);;;
VALUE;0.788;Time;4.975976
[Routine:BSC][Condition:SYNCH_1PP-CONTROL][Time(ms):799638.7276]);;;
VALUE;0.501;Time;7.476096
[Routine:BSC][Condition:SYNCH_1PP-AGENCY][Time(ms):807138.7413]);;;
VALUE;0.327;Time;6.099384
[Routine:BSC][Condition:SYNCH_1PP-CONTROL2][Time(ms):813263.4683]);;;
VALUE;0.089;Time;4.048474
[Routine:BSC][Condition:ASYNCH_1PP-CONTROL2][Time(ms):855907.6428]);;;
VALUE;0.089;Time;4.381973
[Routine:BSC][Condition:ASYNCH_1PP-AGENCY][Time(ms):860285.1429]);;;
VALUE;0.865;Time;5.876656
[Routine:BSC][Condition:ASYNCH_1PP-CONTROL][Time(ms):866187.0404]);;;
VALUE;0.055;Time;4.623993
[Routine:BSC][Condition:ASYNCH_1PP-THREAT][Time(ms):870835.7501]);;;
VALUE;0.999;Time;3.298821
[Routine:BSC][Condition:ASYNCH_1PP-OWNERSHIP][Time(ms):874160.1813]);;;
VALUE;0.887;Time;5.151202
[Routine:BSC][Condition:ASYNCH_3PP-AGENCY][Time(ms):917907.7152]);;;
VALUE;0.582;Time;5.000689
[Routine:BSC][Condition:ASYNCH_3PP-OWNERSHIP][Time(ms):922909.8569]);;;
VALUE;0.135;Time;9.000202
[Routine:BSC][Condition:ASYNCH_3PP-THREAT][Time(ms):931935.3357]);;;
VALUE;0.078;Time;5.49903
[Routine:BSC][Condition:ASYNCH_3PP-CONTROL][Time(ms):937459.4049]);;;
VALUE;0.082;Time;7.475705
[Routine:BSC][Condition:ASYNCH_3PP-CONTROL2][Time(ms):944960.2701]);;;
VALUE;0.028;Time;4.29835
