[Experiment]
[Routine:Q1][Condition:default-F6_Env1][Time(ms):15385.8049])
1
[Routine:Q2][Condition:default-F6_Env1][Time(ms):18438.5764])
0.7841448
[Routine:Q1][Condition:default-F6_Env2][Time(ms):42297.9905])
1
[Routine:Q2][Condition:default-F6_Env2][Time(ms):45922.9421])
0.4439237
[Routine:Q1][Condition:default-F8_Env4][Time(ms):65247.4497])
0
[Routine:Q2][Condition:default-F8_Env4][Time(ms):65885.5746])
0.665617
[Routine:Q1][Condition:default-F4_Env1][Time(ms):85408.273])
0
[Routine:Q2][Condition:default-F4_Env1][Time(ms):86334.4603])
0.5518972
[Routine:Q1][Condition:default-T1_Env2][Time(ms):109696.2246])
1
[Routine:Q2][Condition:default-T1_Env2][Time(ms):110833.5859])
0.2769563
[Routine:Q1][Condition:default-F7_Env4][Time(ms):129869.6893])
0
[Routine:Q2][Condition:default-F7_Env4][Time(ms):131795.4729])
0.6418311
[Routine:Q1][Condition:default-Catch_Pos1_Env1][Time(ms):151168.3944])
1
[Routine:Q2][Condition:default-Catch_Pos1_Env1][Time(ms):157569.7352])
0.4191619
[Routine:Q1][Condition:default-Catch1_Env2][Time(ms):176619.3041])
1
[Routine:Q2][Condition:default-Catch1_Env2][Time(ms):178394.0838])
0.3703057
[Routine:Q1][Condition:default-T1_Env4][Time(ms):197444.0856])
0
[Routine:Q2][Condition:default-T1_Env4][Time(ms):199357.9983])
0.5685886
[Routine:Q1][Condition:default-T1_Env1][Time(ms):224154.8197])
1
[Routine:Q2][Condition:default-T1_Env1][Time(ms):228942.6898])
0.2996004
[Routine:Q1][Condition:default-T1_Env2][Time(ms):247916.7551])
1
[Routine:Q2][Condition:default-T1_Env2][Time(ms):249629.667])
0.2548696
[Routine:Q1][Condition:default-F4_Env4][Time(ms):268454.2896])
0
[Routine:Q2][Condition:default-F4_Env4][Time(ms):269829.1764])
0.9844562
[Routine:Q1][Condition:default-T1_Env1][Time(ms):287853.2642])
0
[Routine:Q2][Condition:default-T1_Env1][Time(ms):295791.1965])
0.2403557
[Routine:Q1][Condition:default-F7_Env2][Time(ms):319740.557])
0
[Routine:Q2][Condition:default-F7_Env2][Time(ms):322790.086])
0.1731782
[Routine:Q1][Condition:default-T1_Env4][Time(ms):341564.0698])
1
