[Experiment];;;
[Routine:BSC][Condition:ASYNCH_1PP-THREAT][Time(ms):740229.6947]);;;
VALUE;0.511;Time;14.46671
[Routine:BSC][Condition:ASYNCH_1PP-CONTROL][Time(ms):760122.1794]);;;
VALUE;0.262;Time;6.908672
[Routine:BSC][Condition:ASYNCH_1PP-AGENCY][Time(ms):771201.0529]);;;
VALUE;0.931;Time;4.608798
[Routine:BSC][Condition:ASYNCH_1PP-CONTROL2][Time(ms):779812.0041]);;;
VALUE;0.044;Time;6.849228
[Routine:BSC][Condition:ASYNCH_1PP-OWNERSHIP][Time(ms):791836.5331]);;;
VALUE;0.872;Time;4.383643
[Routine:BSC][Condition:ASYNCH_3PP-OWNERSHIP][Time(ms):839140.4248]);;;
VALUE;0.618;Time;4.729278
[Routine:BSC][Condition:ASYNCH_3PP-CONTROL2][Time(ms):847760.3853]);;;
VALUE;0.044;Time;6.749613
[Routine:BSC][Condition:ASYNCH_3PP-CONTROL][Time(ms):854522.3409]);;;
VALUE;0.067;Time;6.69918
[Routine:BSC][Condition:ASYNCH_3PP-THREAT][Time(ms):861234.5581]);;;
VALUE;0.044;Time;6.712073
[Routine:BSC][Condition:ASYNCH_3PP-AGENCY][Time(ms):867958.9618]);;;
VALUE;0.917;Time;4.524478
[Routine:BSC][Condition:SYNCH_1PP-OWNERSHIP][Time(ms):911049.7687]);;;
VALUE;0.957;Time;8.918418
[Routine:BSC][Condition:SYNCH_1PP-THREAT][Time(ms):919970.8918]);;;
VALUE;0.494;Time;3.685294
[Routine:BSC][Condition:SYNCH_1PP-CONTROL2][Time(ms):923669.2838]);;;
VALUE;0.044;Time;6.57511
[Routine:BSC][Condition:SYNCH_1PP-AGENCY][Time(ms):930256.7655]);;;
VALUE;0.957;Time;8.94968
[Routine:BSC][Condition:SYNCH_1PP-CONTROL][Time(ms):939219.4944]);;;
VALUE;0.044;Time;6.599996
[Routine:BSC][Condition:ASYNCH_1PP-AGENCY][Time(ms):984397.6208]);;;
VALUE;0.697;Time;6.283023
[Routine:BSC][Condition:ASYNCH_1PP-THREAT][Time(ms):990680.6653]);;;
VALUE;0.055;Time;6.637209
[Routine:BSC][Condition:ASYNCH_1PP-CONTROL2][Time(ms):997330.8841]);;;
VALUE;0.035;Time;6.723841
[Routine:BSC][Condition:ASYNCH_1PP-CONTROL][Time(ms):1004068.3583]);;;
VALUE;0.076;Time;10.91232
[Routine:BSC][Condition:ASYNCH_1PP-OWNERSHIP][Time(ms):1014993.2324]);;;
VALUE;0.666;Time;3.9986
[Routine:BSC][Condition:ASYNCH_3PP-THREAT][Time(ms):1057558.5954]);;;
VALUE;0.055;Time;6.693501
[Routine:BSC][Condition:ASYNCH_3PP-CONTROL][Time(ms):1064253.3925]);;;
VALUE;0.035;Time;6.725086
[Routine:BSC][Condition:ASYNCH_3PP-OWNERSHIP][Time(ms):1070990.9612]);;;
VALUE;0.666;Time;4.761245
[Routine:BSC][Condition:ASYNCH_3PP-AGENCY][Time(ms):1075765.9139]);;;
VALUE;0.86;Time;5.324078
[Routine:BSC][Condition:ASYNCH_3PP-CONTROL2][Time(ms):1081103.8228]);;;
VALUE;0.019;Time;6.798952
[Routine:BSC][Condition:SYNCH_1PP-CONTROL][Time(ms):1126481.4128]);;;
VALUE;0.044;Time;6.719436
[Routine:BSC][Condition:SYNCH_1PP-THREAT][Time(ms):1133201.6057]);;;
VALUE;0.477;Time;6.661738
[Routine:BSC][Condition:SYNCH_1PP-CONTROL2][Time(ms):1139876.4011]);;;
VALUE;0.008;Time;6.899275
[Routine:BSC][Condition:SYNCH_1PP-AGENCY][Time(ms):1146788.1085]);;;
VALUE;0.986;Time;4.737056
[Routine:BSC][Condition:SYNCH_1PP-OWNERSHIP][Time(ms):1151538.6207]);;;
VALUE;0.957;Time;5.387017
