[Experiment]
[Routine:Q1][Condition:default-F1_Env1][Time(ms):15334.9531])
0
[Routine:Q2][Condition:default-F1_Env1][Time(ms):20690.0976])
0.2845119
[Routine:Q1][Condition:default-T1_Env2][Time(ms):46148.1406])
0
[Routine:Q2][Condition:default-T1_Env2][Time(ms):48872.5097])
0.4110955
[Routine:Q1][Condition:default-T1_Env4][Time(ms):84971.1292])
0
[Routine:Q2][Condition:default-T1_Env4][Time(ms):87683.4382])
0.5685886
[Routine:Q1][Condition:default-T1_Env1][Time(ms):107108.8245])
0
[Routine:Q2][Condition:default-T1_Env1][Time(ms):109458.4467])
0.665617
[Routine:Q1][Condition:default-Catch_Pos2_Env2][Time(ms):128994.911])
0
[Routine:Q2][Condition:default-Catch_Pos2_Env2][Time(ms):134533.327])
0.5685886
[Routine:Q1][Condition:default-F6_Env4][Time(ms):153993.5911])
0
[Routine:Q2][Condition:default-F6_Env4][Time(ms):156781.7054])
0.4688258
[Routine:Q1][Condition:default-T1_Env1][Time(ms):176080.5963])
1
[Routine:Q2][Condition:default-T1_Env1][Time(ms):181031.0407])
0.247577
[Routine:Q1][Condition:default-T1_Env2][Time(ms):199143.51])
0
[Routine:Q2][Condition:default-T1_Env2][Time(ms):200518.4443])
0.212588
[Routine:Q1][Condition:default-F3_Env4][Time(ms):219616.8857])
0
[Routine:Q2][Condition:default-F3_Env4][Time(ms):221854.7188])
0.4938057
[Routine:Q1][Condition:default-T1_Env1][Time(ms):243452.9891])
0
[Routine:Q2][Condition:default-T1_Env1][Time(ms):245117.02])
0.4938057
[Routine:Q1][Condition:default-F1_Env2][Time(ms):264416.1])
1
[Routine:Q2][Condition:default-F1_Env2][Time(ms):265952.7474])
0.9305962
[Routine:Q1][Condition:default-F5_Env4][Time(ms):285865.2087])
0
[Routine:Q2][Condition:default-F5_Env4][Time(ms):287829.0466])
0.5269777
[Routine:Q1][Condition:default-Catch_Pos1_Env1][Time(ms):309563.7954])
0
[Routine:Q2][Condition:default-Catch_Pos1_Env1][Time(ms):311689.5412])
0.6889889
[Routine:Q1][Condition:default-F2_Env2][Time(ms):332826.8181])
0
[Routine:Q2][Condition:default-F2_Env2][Time(ms):334302.5673])
0.3304226
[Routine:Q1][Condition:default-T1_Env4][Time(ms):358025.0582])
0
[Routine:Q2][Condition:default-T1_Env4][Time(ms):360513.2914])
0.8173465
[Routine:Q1][Condition:default-T1_Env1][Time(ms):382561.7197])
0
[Routine:Q2][Condition:default-T1_Env1][Time(ms):383938.1421])
0.6889889
[Routine:Q1][Condition:default-F6_Env2][Time(ms):403924.3889])
1
[Routine:Q2][Condition:default-F6_Env2][Time(ms):404886.5948])
0.2548696
[Routine:Q1][Condition:default-F1_Env4][Time(ms):424547.21])
0
[Routine:Q2][Condition:default-F1_Env4][Time(ms):426548.4292])
0.665617
[Routine:Q1][Condition:default-F2_Env1][Time(ms):446596.9349])
1
[Routine:Q2][Condition:default-F2_Env1][Time(ms):447173.3256])
0.9667372
[Routine:Q1][Condition:default-F7_Env2][Time(ms):467722.4943])
0
[Routine:Q2][Condition:default-F7_Env2][Time(ms):468722.6262])
0.9173564
[Routine:Q1][Condition:default-T1_Env4][Time(ms):488745.7557])
0
[Routine:Q2][Condition:default-T1_Env4][Time(ms):490521.2503])
0.9030734
[Routine:Q1][Condition:default-F2_Env1][Time(ms):512008.0129])
1
[Routine:Q2][Condition:default-F2_Env1][Time(ms):512584.7674])
0.9725027
