[Experiment]
[Routine:Fieldmap][Condition:default][Time(ms):77.3703])
[Routine:Env1][Condition:default-T1_Env1][Time(ms):1486.6549])
[Routine:MRI_5secbreak][Condition:default-T1_Env1][Time(ms):2065.79])
[Routine:Q1][Condition:default-T1_Env1][Time(ms):2831.6084])
[Routine:Q2][Condition:default-T1_Env1][Time(ms):4146.4775])
[Routine:Env2][Condition:default-T1_Env2][Time(ms):6327.6612])
[Routine:MRI_5secbreak][Condition:default-T1_Env2][Time(ms):7593.774])
[Routine:Q1][Condition:default-T1_Env2][Time(ms):8192.8444])
[Routine:Q2][Condition:default-T1_Env2][Time(ms):9035.7472])
[Routine:Env4][Condition:default-T1_Env4][Time(ms):12136.5869])
[Routine:MRI_5secbreak][Condition:default-T1_Env4][Time(ms):13216.631])
[Routine:Q1][Condition:default-T1_Env4][Time(ms):13838.3587])
[Routine:Q2][Condition:default-T1_Env4][Time(ms):16229.985])
[Routine:Env1][Condition:default-F2_Env1][Time(ms):20626.0057])
