[Experiment]
[Routine:Q1][Condition:default][Time(ms):61007.2962])
[Routine:Q2][Condition:default][Time(ms):69901.9494])
57071
[Routine:Q1][Condition:Env2][Time(ms):129872.4154])
[Routine:Q1][Condition:Env1][Time(ms):193065.6614])
[Routine:Q1][Condition:Env4][Time(ms):254430.752])
