[Experiment];;;
[Routine:BSC][Condition:SYNCH_1PP-THREAT][Time(ms):762564.5984]);;;
VALUE;0.008;Time;8.90263
[Routine:BSC][Condition:SYNCH_1PP-OWNERSHIP][Time(ms):771468.4348]);;;
VALUE;0.179;Time;7.89913
[Routine:BSC][Condition:SYNCH_1PP-CONTROL2][Time(ms):779392.7664]);;;
VALUE;0;Time;7.399745
[Routine:BSC][Condition:SYNCH_1PP-AGENCY][Time(ms):786817.2978]);;;
VALUE;0.477;Time;8.299478
[Routine:BSC][Condition:SYNCH_1PP-CONTROL][Time(ms):795141.8175]);;;
VALUE;0.013;Time;7.274853
[Routine:BSC][Condition:SYNCH_1PP-CONTROL][Time(ms):838927.9137]);;;
[Routine:BSC][Condition:ASYNCH_1PP-CONTROL][Time(ms):894609.6967]);;;
VALUE;0;Time;7.428633
[Routine:BSC][Condition:ASYNCH_1PP-THREAT][Time(ms):902039.3136]);;;
VALUE;0.026;Time;6.95068
[Routine:BSC][Condition:ASYNCH_1PP-CONTROL2][Time(ms):909014.7201]);;;
VALUE;0.008;Time;7.2751
[Routine:BSC][Condition:ASYNCH_1PP-OWNERSHIP][Time(ms):916314.3297]);;;
VALUE;0.008;Time;7.074335
[Routine:BSC][Condition:ASYNCH_1PP-AGENCY][Time(ms):923414.0766]);;;
VALUE;0.502;Time;8.048933
[Routine:BSC][Condition:ASYNCH_3PP-AGENCY][Time(ms):970109.3864]);;;
VALUE;0.477;Time;6.126816
[Routine:BSC][Condition:ASYNCH_3PP-THREAT][Time(ms):976237.2902]);;;
VALUE;0.002;Time;3.197112
[Routine:BSC][Condition:ASYNCH_3PP-CONTROL2][Time(ms):979460.1418]);;;
VALUE;0.019;Time;6.90086
[Routine:BSC][Condition:ASYNCH_3PP-CONTROL][Time(ms):986386.9557]);;;
VALUE;0.001;Time;6.924532
[Routine:BSC][Condition:ASYNCH_3PP-OWNERSHIP][Time(ms):993336.4363]);;;
VALUE;0.331;Time;7.974536
[Routine:BSC][Condition:SYNCH_1PP-THREAT][Time(ms):1039957.5957]);;;
VALUE;0.038;Time;3.074144
[Routine:BSC][Condition:SYNCH_1PP-OWNERSHIP][Time(ms):1043033.4072]);;;
VALUE;0;Time;7.077309
[Routine:BSC][Condition:SYNCH_1PP-CONTROL][Time(ms):1050135.859]);;;
VALUE;0;Time;7.024412
[Routine:BSC][Condition:SYNCH_1PP-AGENCY][Time(ms):1057185.8662]);;;
VALUE;0.035;Time;6.699535
[Routine:BSC][Condition:SYNCH_1PP-CONTROL2][Time(ms):1063909.5417]);;;
VALUE;0.019;Time;7.000133
[Routine:BSC][Condition:ASYNCH_1PP-CONTROL2][Time(ms):1109530.5089]);;;
VALUE;0.021;Time;3.526723
[Routine:BSC][Condition:ASYNCH_1PP-AGENCY][Time(ms):1113057.3248]);;;
VALUE;0;Time;3.299167
[Routine:BSC][Condition:ASYNCH_1PP-CONTROL][Time(ms):1116380.9055]);;;
VALUE;0.013;Time;6.901499
[Routine:BSC][Condition:ASYNCH_1PP-THREAT][Time(ms):1123307.9629]);;;
VALUE;0.048;Time;2.647195
[Routine:BSC][Condition:ASYNCH_1PP-OWNERSHIP][Time(ms):1125980.3087]);;;
VALUE;0.001;Time;6.977392
[Routine:BSC][Condition:ASYNCH_3PP-AGENCY][Time(ms):1171603.3737]);;;
VALUE;0.307;Time;6.377083
[Routine:BSC][Condition:ASYNCH_3PP-OWNERSHIP][Time(ms):1177981.1497]);;;
VALUE;0.011;Time;11.30022
[Routine:BSC][Condition:ASYNCH_3PP-THREAT][Time(ms):1189306.1133]);;;
VALUE;0.038;Time;3.048463
[Routine:BSC][Condition:ASYNCH_3PP-CONTROL][Time(ms):1192379.4464]);;;
VALUE;0.001;Time;7.177078
[Routine:BSC][Condition:ASYNCH_3PP-CONTROL2][Time(ms):1199581.0846]);;;
VALUE;0.001;Time;7.09966
