[Experiment]
[Routine:Q1][Condition:default][Time(ms):51787.7382])
[Routine:Q2][Condition:default][Time(ms):54950.5853])
68059
[Routine:Q1][Condition:Env2][Time(ms):122084.2242])
[Routine:Q1][Condition:Env1][Time(ms):181852.8967])
[Routine:Q1][Condition:Env4][Time(ms):245461.55])
